gene	DAY0_rep1	DAY0_rep2	DAY0_rep3	DAY4_rep1	DAY4_rep2	DAY4_rep3	DAY7_rep1	DAY7_rep2	DAY7_rep3	EARLY_DAY10_rep1	EARLY_DAY10_rep2	EARLY_DAY10_rep3	LATE_DAY10_rep1	LATE_DAY10_rep2	LATE_DAY10_rep3	DAY14_rep1	DAY14_rep2	DAY14_rep3	DAY21_rep1	DAY21_rep2	DAY21_rep3
Olfr643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr639	92	96	103	94	97	83	76	76	82	110	102	85	38	37	43	35	73	60	108	22	55
Olfr640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr645	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	1	0	376	1	1
Olfr646	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0
Ubqln5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ubqln3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubqlnl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr648	62	66	64	49	55	55	42	44	51	34	43	32	17	10	16	5	19	13	19	7	16
Olfr649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim6	7	8	4	10	5	8	3	7	2	5	5	8	4	1	0	0	4	0	4	0	1
Trim34a	91	100	89	30	21	34	38	42	43	60	65	51	22	21	27	13	21	16	8	15	21
Trim5	50	50	48	31	34	35	35	35	38	51	72	39	14	22	28	10	16	15	21	9	21
Trim12a	180	178	199	154	196	195	172	189	174	200	192	216	88	80	75	62	65	100	63	83	81
Trim34b	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	266	1	0	0	1	0
Trim12c	484	468	486	293	264	276	286	316	309	316	367	295	154	111	123	73	115	110	120	83	114
Trim30b	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	345
Trim30c	0	0	0	10	1	8	7	1	13	0	4	1	0	0	0	1	0	1	14670	0	0
Trim30a	378	307	398	213	227	205	278	249	313	277	300	265	126	107	102	83	64	71	70	97	103
Trim30d	135	126	131	39	41	49	50	46	50	66	86	59	13	30	42	17	32	21	40	30	16
Olfr651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr653	5	0	3	0	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Olfr654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr655	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0
Olfr656	5	1	5	1	3	6	5	1	1	3	5	0	1	0	2	3	5	1	4	0	5
Olfr657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Usp17le	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp17lb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Usp17la	4	5	8	2	5	4	5	1	0	0	4	1	1	0	0	0	1	1	3	3	3
Olfr665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr667	14	10	13	15	16	11	12	9	14	11	9	4	3	0	7	5	9	3	4	0	4
Olfr668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr671	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0
Olfr672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr675	2	3	1	0	2	1	0	1	1	4	0	2	0	0	0	0	0	0	0	0	0
Olfr676	5	6	2	2	6	2	5	9	7	5	0	2	1	0	1	9	3	0	5	0	3
Olfr677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr678	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr679	1	2	0	1	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0
Olfr681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Olfr683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Olfr687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr691	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam160a2	922	806	909	1014	1019	1051	744	659	845	687	747	638	172	420	253	398	481	281	297	231	394
Cnga4	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	651	0	0	0	0
Cckbr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cavin3	4278	3894	3951	2503	2498	2547	3166	2729	3161	2664	3021	2725	1202	1036	1090	1885	1592	1309	1379	1329	1294
Smpd1	1438	1320	1362	1552	1550	1450	1668	1503	1793	1751	2017	1849	696	857	682	968	788	762	981	926	1044
Apbb1	785	721	678	1578	1571	1473	1741	1562	1938	1124	1289	1260	531	445	479	672	492	617	528	476	797
Hpx	18	7	11	11	9	7	13	0	7	7	5	5	4	4	0	5	5	1	1	0	1
Trim3	1871	1605	1659	1871	1938	2025	1869	1774	2095	1668	1968	1528	724	643	674	807	728	707	786	479	651
Arfip2	1850	1842	1703	2733	2984	2838	2339	2412	2664	1594	1667	1522	538	763	614	917	629	794	722	668	682
Timm10b	856	769	797	759	767	693	827	672	829	606	750	686	293	281	234	461	334	292	328	268	327
Dnhd1	168	167	61	108	141	107	211	130	158	112	62	43	2	12	84	13	19	66	3	4	44
Rrp8	1156	1013	1163	951	942	1026	922	769	871	671	945	760	239	381	328	499	384	338	432	349	433
Ilk	5315	4908	4962	5564	5575	5235	6303	5602	6513	4496	5323	4727	1965	2085	1718	2991	2303	2357	2568	2278	2448
Taf10	1849	1666	1669	1292	1201	1314	1312	1067	1356	1191	1273	1207	492	531	436	525	688	510	484	612	584
Tpp1	3372	3209	3289	4379	4276	3944	3489	3155	3864	3618	4375	3690	1157	2084	1457	1239	1600	1112	1365	905	1624
Dchs1	61	63	61	62	31	31	27	17	22	32	24	22	8	13	11	31	25	7	24	19	9
Mrpl17	2051	1806	1895	1708	1751	1660	1739	1505	1856	1189	1481	1388	536	508	564	702	697	435	643	574	463
Gvin1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr695	0	1	0	0	0	0	0	2	2	1	5	1	1	0	0	0	0	0	0	0	1
Olfr697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr699	1	1	0	2	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Olfr700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr704	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr2	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0
Olfr713	3	4	4	5	3	2	1	4	2	5	4	1	1	1	0	0	1	3	0	0	0
Olfr714	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	219	0
Olfr17	3	2	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfr715b	12	12	10	7	11	2	12	8	9	11	8	3	1	6	1	1	4	3	1	3	3
Olfr715	36	31	42	20	27	21	25	23	20	30	26	18	9	9	13	9	10	13	9	5	19
Olfr716	1	2	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0
Nlrp14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbmxl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Platr28	5	4	5	8	1	1	3	3	5	2	3	2	0	0	0	0	0	0	0	0	0
Syt9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Olfml1	322	270	267	184	170	163	217	204	286	226	241	227	104	64	108	138	142	71	145	138	109
Ppfibp2	82	86	107	579	554	493	907	867	986	691	788	710	247	299	326	493	346	476	587	354	478
Cyb5r2	3	0	1	0	4	4	5	4	1	3	1	4	1	2	1	8	7	2	10	0	0
Ovch2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr472	111	88	93	106	99	94	76	68	99	90	107	74	26	29	54	39	58	23	42	37	37
Olfr473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Olfr477	0	3	4	1	1	1	4	3	4	2	1	2	0	0	1	0	0	0	5	1	1
Olfr478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Olfr479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Olfr482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr484	2	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Olfr485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr487	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Olfr488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olfr498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr506	11	7	4	0	6	4	1	3	5	3	0	4	0	0	3	2	12	0	6	2	2
Olfr507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr509	56	47	46	42	41	27	29	33	32	41	35	36	14	12	19	28	31	9	71	10	18
Olfr510	0	1	0	0	3	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0
Olfr512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr518	1	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nlrp10	3	1	0	1	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Eif3f	13165	11749	11955	8816	9024	8745	10308	8572	11125	7135	8146	7402	2891	3128	2989	3154	3578	2995	3092	3266	3356
Tub	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Ric3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmo1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Stk33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim66	12	5	5	1	4	4	0	4	4	5	6	10	1	1	8	5	2	3	4	2	5
Rpl27a	15840	14288	14327	12826	13114	12431	13043	11393	13690	9041	10577	9379	4092	3773	3610	4763	6043	4407	4027	4027	4056
Snora3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
St5	505	466	385	144	119	188	294	351	311	330	464	432	51	303	163	278	70	257	218	199	335
Akip1	55	60	55	53	45	44	65	66	64	70	81	69	26	26	35	17	37	25	21	25	35
Ascl3	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	357	0	0	0	0	0
Tmem9b	1182	1063	1116	1064	1134	1109	1186	1016	1222	1159	1348	1177	451	501	511	625	602	599	696	730	703
Nrip3	17	9	16	19	11	10	14	14	49	14	14	15	6	5	7	9	4	5	5	2	6
Scube2	25	27	18	66	63	55	48	48	50	18	35	32	11	12	12	24	12	22	31	28	13
Dennd5a	5002	4490	4487	3933	3804	3734	4190	3749	4358	4192	4700	4404	1464	1995	1854	2143	1731	1920	2092	1822	2385
Tmem41b	1274	1141	1133	1133	1109	1133	934	860	898	988	1221	987	355	493	424	535	589	503	591	478	551
Ipo7	8968	7933	8058	7317	7600	7354	6276	5916	6768	6152	7191	6525	2346	2771	2788	3854	3637	3256	3617	2940	3635
Snora23	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	599	0
AA474408	21	12	15	8	14	5	12	15	17	7	18	12	5	5	6	5	5	3	7	11	5
Zfp143	526	456	476	403	453	381	476	396	465	458	524	491	171	215	201	276	240	227	246	289	230
Wee1	1014	882	869	207	216	189	334	281	331	623	752	671	246	324	243	288	195	235	308	259	361
Swap70	3298	2903	2912	3054	3241	2858	4128	4004	4582	3530	3801	3527	1323	1532	1469	2147	1803	1682	2107	1809	2358
Sbf2	3434	3316	3207	2404	2558	2412	2526	2167	2648	2807	3065	2749	818	1154	1495	1202	1395	1075	1489	1249	1597
Adm	1	0	0	10	17	12	17	18	34	3	3	6	0	0	6	3	2	4	10	6	3
Ampd3	48	41	62	23	35	38	52	38	47	49	50	54	5	17	44	22	8	11	10	7	12
Rnf141	872	829	703	589	597	573	770	690	794	848	1041	948	391	450	288	559	505	461	508	487	592
Lyve1	0	0	0	0	0	0	1	1	4	0	1	1	0	0	0	0	0	19923	0	0	0
Mrvi1	4	6	7	15	29	11	44	24	31	46	44	71	29	22	12	289	46	206	313	161	205
Ctr9	2439	2391	2199	1755	1747	1736	1911	1774	2068	1824	2109	1920	696	885	750	1125	878	816	992	1022	1222
Eif4g2	29170	26866	26693	22222	22088	21512	20724	19795	23767	22245	26420	23379	8721	9998	9903	11981	12358	9185	11892	11168	12591
Galnt18	0	0	0	1	0	4	12	8	7	0	0	8	0	0	0	49346	1	0	0	65254	54357
Usp47	4945	4539	4540	3950	3927	3692	3760	3696	4277	4048	4619	4156	1504	1876	1726	2281	1896	2043	2479	2167	2381
Dkk3	12623	11547	11382	7257	7010	6453	7187	6739	7739	6252	7390	6488	2334	2919	2760	1760	1741	1760	1897	1359	1793
Mical2	3391	3036	2972	4234	4255	3743	4397	4280	4850	3312	3524	3430	1197	1502	1399	2585	1676	2057	2906	2101	2787
Parva	8425	7501	7616	4681	4644	4362	5489	5160	6161	5892	6761	6254	2247	2695	2584	2935	2644	2573	3147	3099	3412
Parvaos	2	2	1	3	3	6	5	3	3	2	3	1	0	1	0	0	7	4	0	1	0
Tead1	6036	5471	5310	2655	2666	2598	2207	2272	2514	3099	3445	2956	885	1453	1483	1762	1016	1100	1816	1309	1908
Rassf10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arntl	784	700	689	799	889	849	1045	949	1124	910	947	919	348	362	394	505	465	314	509	556	557
Btbd10	652	519	548	486	538	513	433	458	481	513	639	542	200	241	232	270	304	237	289	299	365
Pth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Far1	3485	3329	3159	3026	2922	2868	2295	2202	2557	2392	3025	2533	1049	855	1243	1450	1478	1014	1167	972	1266
Far1os	1	2	2	5	6	4	5	4	1	0	5	5	0	0	0	0	0	0	0	0	0
Spon1	5	8	5	21	25	12	13	10	16	9	13	7	5	3	3	2	2	0	0	2	1
Rras2	1153	1126	1148	2649	2670	2522	2804	2501	2904	1646	1901	1730	805	622	659	1007	655	973	882	704	750
Copb1	6153	5564	5570	8615	8516	8374	7415	6873	7631	5977	6726	6095	2484	2499	2473	3316	3244	2944	3346	3002	3835
Psma1	2781	2449	2510	1898	1905	1907	1867	1636	1998	1799	2196	1926	768	765	812	965	1053	853	957	861	935
Pde3b	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0
Cyp2r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calca	0	0	0	0	35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Calcb	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1299	0	0	0	410	1
Insc	1812	1543	1507	4920	5039	4901	5994	5188	6162	4153	4436	4154	1775	1630	1650	2411	2104	2407	2400	2113	2270
Sox6	2526	2469	2114	2343	2250	1964	2134	2392	2724	2271	2412	2261	950	644	1172	1299	998	1301	1324	878	1024
Sox6os	2	5	7	3	1	3	3	2	2	7	6	2	3	1	3	1	0	3	0	0	3
Plekha7	318	309	286	231	222	238	439	399	390	594	728	760	220	251	363	721	239	234	433	425	361
Rps13	20446	19131	18999	15887	16063	15128	17055	15376	18586	12327	13819	12678	5536	4923	4915	6415	7806	5566	5779	5445	5653
Snord14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c2a	2329	2141	2177	1981	1941	1926	1938	1631	1922	1764	2131	1798	689	664	907	961	883	870	861	1030	986
AV356131	48	34	34	32	29	29	21	25	41	24	22	14	5	10	11	10	11	10	4	12	10
Nucb2	1325	1234	1300	1815	1721	1778	1393	1305	1510	1145	1340	1279	399	570	537	390	746	310	404	354	410
n-R5s157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Xylt1	0	0	0	71	19	1	15	12	11	6	0	8	0	1	4	7	8	5	8	1	0
Rps15a	26600	22969	23325	21496	21767	21745	21491	19369	23143	16002	18981	17609	7190	7110	6538	7510	10718	6879	7594	7180	7053
Arl6ip1	1990	1824	1809	945	905	1015	1318	1106	1291	2022	2545	2212	1174	975	544	811	951	920	1062	1312	1043
Smg1	6703	6206	6236	6213	6225	5906	5161	5450	5941	6349	7161	6127	1819	3109	2973	3672	2493	2634	3764	2465	3592
Syt17	8	7	31	7	4	1	6	5	7	5	6	7	2	2	4	23	1	2	3	1	2
Itpripl2	5163	4800	4706	5231	5334	5075	4400	4237	4906	4967	5600	5210	1827	2264	2196	2370	1978	2037	2405	2190	2830
Coq7	288	290	291	206	212	207	229	211	228	245	276	263	86	145	83	97	92	129	118	111	150
Tmc7	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmc5	0	4	1	1	0	0	3	4	4	3	1	0	0	0	0	0	0	0	0	0	0
Gde1	970	950	948	901	945	915	1087	891	1103	1045	1187	1076	480	399	430	617	590	493	588	578	594
Ccp110	572	560	525	456	488	465	476	384	426	677	770	601	225	326	266	320	310	244	213	256	229
Vsp35l	2304	2086	2081	1635	1844	1693	1722	1635	2064	1671	2045	1727	646	762	753	663	725	649	718	681	948
Knop1	1775	1699	1564	1090	1232	1193	1308	1076	1375	1251	1492	1300	494	600	513	591	543	690	651	480	555
Iqck	24	23	28	31	18	22	20	29	26	33	38	39	7	25	13	28	22	20	25	19	19
Gprc5b	1265	1073	1172	1473	1654	1617	1317	1298	1530	1295	1670	1377	605	561	547	790	570	774	778	587	857
Gpr139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umod	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Pdilt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsm2	0	10	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsm4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	485	0	1	0	0
Thumpd1	1588	1492	1501	1103	1100	1156	1065	974	1146	1175	1297	1183	472	503	477	646	592	409	545	511	561
Ppp1ccb	226	234	143	271	257	220	444	369	330	196	659	594	142	256	184	54	110	197	237	188	146
Acsm3	4	18	5	3	3	4	12	12	3	12	9	23	7	7	0	8	1	8	11	8	1
Eri2	426	372	366	258	251	259	260	237	289	384	528	387	132	209	174	305	282	298	261	205	285
Rexo5	167	169	202	82	82	101	110	104	63	82	159	97	73	43	18	127	63	32	43	54	150
Dcun1d3	810	785	729	625	656	622	558	492	631	498	622	539	257	198	200	248	249	188	316	234	280
Lyrm1	102	93	84	77	89	97	89	69	75	51	99	66	27	31	27	29	32	31	43	29	30
Dnah3	2	4	0	0	0	0	0	0	2	0	2	3	0	1	0	0	0	0	0	0	0
Tmem159	838	1203	705	616	601	604	758	712	805	630	744	642	266	258	275	273	289	246	283	274	309
Zp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anks4b	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Crym	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Abca14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc2	3162	2784	2883	2642	2773	2681	2541	2326	2833	2483	2843	2359	937	1120	997	1324	1369	1213	1375	1249	1299
Pdzd9	10	9	22	8	13	1	8	7	5	12	15	0	9	0	3	4	1	0	4	3	4
Mosmo	1223	1026	1129	1083	975	1058	1179	965	1096	1141	1283	1028	452	501	416	575	480	656	728	685	441
Vwa3a	1	1	4	1	1	7	0	0	3	1	7	0	0	0	5	0	1	1	0	1	1
Eef2k	3883	3375	3482	5317	5441	5145	6002	5607	6575	5318	5721	4993	1950	2446	1995	3635	2395	2814	3028	2438	2939
Polr3e	1167	976	1108	999	989	976	912	896	1021	835	1034	891	354	359	379	512	488	400	520	420	551
Cdr2	1170	1070	1095	2149	2181	2051	1902	1726	2025	1382	1611	1458	572	624	571	720	675	700	786	712	789
Mfsd13b	3	3	3	1	9	2	8	8	5	6	29	3	6	1	7	6	7	4	5	17	6
Mettl9	2514	2207	2262	1872	1941	1914	1836	1632	1982	1912	2222	2037	686	969	809	1300	1063	836	1151	855	960
Igsf6	8	6	5	7	3	3	5	5	5	5	4	3	0	0	4	10	0	8	11	0	5
Otoa	1	1	1	1	1	1	1	1	1	1	2	1	0	0	0	0	1	0	1	0	0
Hs3st2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp31	1224	1205	1058	1012	1099	984	847	901	1050	1182	1445	1194	416	557	547	639	537	572	800	504	668
Scnn1g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
